Gene,Coordinates
RPL27P7,2:119993168-119993639
RPS6P22,12:59020144-59020925
RPS3AP40,11:67925607-67926455
RPL36AP11,1:93190690-93191086
RPL9P5,14:58564058-58564738
RPL13P6,14:103041436-103042126
RPL21P37,2:62532542-62533099
RPL22P4,1:206160830-206161296
RPS5P4,1:212823957-212824507
RPL7P25,6:34616522-34617408
RPLP1P4,2:176200871-176201383
RPL24P5,1:197735604-197736149
RPL3P10,8:39157482-39158719
RPL35AP7,1:164921276-164921692
RPL3P9,8:79571095-79572350
RPS6P16,11:112235364-112236043
RPS21P4,4:16256254-16256601
RPSAP36,4:143424976-143425984
RPS15AP29,10:103125017-103125416
RPL35AP37,X:15117437-15117768
RPS7P9,10:80716468-80717134
RPLP1P8,6:136364000-136364498
RPL9P30,17:29855735-29856420
RPL22P20,14:18692011-18692465
RPL10AP7,4:15730930-15731661
UBA52P7,12:115592530-115593023
RPS15AP13,2:72288732-72289115
RPS18P14,22:31559442-31559980
RPS24P11,4:9553035-9554127
RPS6P8,6:73391038-73391767
RPS24P14,11:3559512-3560024
RPL22P10,2:106247350-106247942
RPL35AP36,22:43956966-43957392
RPS29P7,1:65154446-65154730
RPS6P24,14:30055161-30055988
RPL21P52,4:47490946-47491503
RPL15P15,11:115949885-115950832
RPL26P17,4:76886045-76891447
RPS13P1,1:165671256-165671731
RPL35AP20,9:6675215-6675662
RPS18P3,1:227430482-227431020
RPL31P55,15:96448126-96448530
RPS6P7,6:77496098-77496462
RPL17P15,2:119698603-119700195
RPL26P35,18:76834392-76834930
RPS15AP40,X:36374755-36375213
RPL36AP27,7:44510972-44511353
RPL10P11,7:80096521-80097262
RPL32P21,9:37046781-37047285
RPL18AP11,9:8713276-8713894
RPL34P7,1:226188831-226189263
RPL15P5,2:138278522-138279547
RPS3AP48,16:5270150-5270998
RPL15P16,11:72940459-72941159
RPS15AP14,2:175184185-175184655
RPL7P24,5:80500312-80501468
RPL29P21,11:17193444-17194425
RPL32P12,4:13647650-13648455
RPL21P120,17:21504518-21505094
RPS3AP39,11:3549695-3550543
RPS3AP29,7:97898296-97899144
RPL17P8,1:205202171-205202771
RPL5P5,1:185226747-185227772
RPS10P9,2:64665571-64666121
RPS26P16,1:179035238-179035678
RPL26P11,1:173351692-173352053
RPL34P33,19:22699320-22699855
RPL21P71,3:147276727-147277287
RPL18AP5,1:27176711-27177330
RPL36AP26,7:15701385-15701781
RPS16P10,19:20124990-20125550
RPS2P50,17:36574422-36575345
RPL23AP63,11:43718656-43719383
RPS15P5,3:54626185-54626682
RPS10P8,1:158195576-158196167
RPL23AP45,5:181471952-181472479
RPL12P18,2:84874527-84875128
RPS2P51,19:16412661-16413613
RPL7P16,3:132243458-132244286
RPL31P4,14:58794630-58795071
RPL36AP46,17:60727122-60727497
RPL34P31,17:27274074-27274518
RPL21P18,12:66037195-66037744
RPL7P50,19:6593306-6594137
RPS6P25,19:12894094-12894911
RPS10P6,1:151557409-151557991
RPL17P16,3:48120620-48121236
RPL17P36,10:118872011-118872623
RPL27P8,2:206040389-206040877
RPL17P9,1:26454596-26455207
RPS18P10,6:140922417-140922954
RPL28P5,19:12260092-12260490
RPL23AP47,6:170745507-170745979
RPS2P53,19:12284314-12285222
RPL17P43,17:19496920-19497567
RPS11P6,12:64396010-64397000
RPS24P4,1:230611950-230612448
RPL21P117,15:59552572-59553133
RPS13P2,1:52772150-52772674
RPL32P29,14:49577355-49577842
RPL13AP26,22:30653851-30654839
RPL21P14,15:58869619-58870167
RPL31P30,2:61856695-61857062
RPS26P58,X:24429504-24429949
RPS3AP14,3:125795082-125795929
RPL9P28,17:48691017-48691718
RPLP1P2,1:240998409-240998867
RPL7P21,5:143319595-143333790
RPS4XP14,12:1757160-1758032
RPSAP21,1:236819561-236820590
RPL36AP23,4:111551834-111552222
RPL29P3,14:36577403-36578035
RPL7AP11,3:121494087-121494963
RPS27AP7,2:47882967-47883914
RPS15AP10,1:45645772-45646685
RPL7P56,X:136791037-136791851
RPL23AP60,10:133778232-133778759
RPL7P20,5:166028499-166029331
RPS26P53,17:8561203-8561645
RPL29P15,5:79510387-79511017
RPL21P134,X:75384306-75384863
RPL21P105,12:116755353-116755917
RPL13AP5,10:96750266-96750923
RPL7P22,5:72725417-72726154
RPS27AP11,6:113581463-113581999
RPL15P7,4:47706327-47707276
RPL32P11,3:25749434-25749945
RPL23AP48,6:121679901-121680478
RPSAP45,6:112355752-112356793
RPS8P8,5:33162138-33162861
RPL23AP77,18:23709798-23710298
RPL9P17,5:31822460-31823164
RPL23AP24,1:347969-348441
RPS19P7,10:45073106-45073555
RPL7AP64,17:7140945-7141592
RPL23AP61,10:46063237-46063768
RPL23AP21,1:258511-259036
RPS28P6,7:71942233-71942613
RPS15P1,1:113198807-113199291
RPL7P26,6:17530828-17531457
RPL9P21,10:44414415-44415179
RPL6P16,4:184254535-184255321
RPL7AP31,4:56356113-56356989
RPL26P24,7:143796253-143796769
RPS12P29,17:4704799-4705299
RPL23AP75,17:40439418-40439942
RPL7AP36,6:10118434-10119312
RPL7AP70,22:19792275-19793154
RPL23AP18,1:212309003-212309529
RPL7AP26,4:82490762-82491655
RPSAP30,3:196990592-197000423
RPL23AP50,6:107931800-107932254
RPL15P18,13:100150440-100151135
RPL35P3,6:105302420-105302859
RPL15P17,12:8460582-8461283
RPL17P22,5:56136959-56137569
RPS3AP43,12:8359010-8359858
RPL9P32,19:29956306-29957013
RPL9P16,4:168755798-168756481
RPL13AP8,1:206907598-206908728
RPS11P5,12:132825681-132826237
RPL21P45,4:37821321-37821878
RPL21P17,3:1905648-1906169
RPL31P31,4:33968147-33968567
RPL22P12,2:110633926-110634615
RPS26P4,21:39491476-39491918
RPSAP7,10:14723099-14724131
RPL39P4,17:39839172-39839573
RPL31P7,17:80602507-80602955
RPS27P2,15:24910714-24911257
RPL32P2,15:34085858-34086366
RPL31P6,15:92719431-92719712
RPL21P15,15:64631077-64631533
RPL13P4,15:75388236-75388876
RPL19P2,3:57134103-57134803
RPL7P5,15:99551309-99552128
RPL12P9,21:29127649-29128275
RPS15AP4,14:60602106-60602551
RPL37P5,14:60572008-60572351
RPL9P25,15:66379238-66379937
RPS16P8,17:27280429-27280961
RPS10P15,7:128570195-128570725
RPS27P8,1:202471806-202472150
RPL23AP25,1:248936571-248937099
RPL31P17,2:222726430-222726875
RPL21P93,10:28898950-28899524
RPS23P8,X:70962936-70963342
RPL19P9,5:178055572-178056268
RPL23AP49,3:75624637-75625164
RPL21P53,4:127812674-127813240
RPL21P98,12:76660365-76660928
RPL7AP4,14:55543376-55544231
RPL35AP2,9:34191493-34191909
RPL7AP2,14:39157122-39157916
RPL21P6,14:55413540-55414102
RPL17P2,14:60212453-60212934
RPS3AP15,3:75542105-75542953
RPSAP46,7:101203600-101204571
RPSAP44,6:54624527-54625523
RPL34P27,13:24988533-24988956
RPS2P12,1:39962524-39963444
RPS28P9,17:18572721-18573103
RPL21P82,9:92006024-92006577
RPL36AP51,19:21233306-21233698
RPS15AP24,8:30117340-30117809
RPS29P9,2:207654751-207655049
RPL23AP57,9:6639125-6639664
RPL37P23,19:52143006-52143386
RPL5P1,15:24908864-24909900
RPL29P9,3:186922155-186922800
RPL4P4,3:185417408-185418843
RPL39P15,2:70253675-70254058
RPL23AP16,1:199371856-199372290
RPSAP33,3:168666484-168667371
RPS15AP20,6:51537130-51537575
RPL27P6,2:63684271-63684746
KCTD9P3,9:37476965-37478510
RPS12P25,15:79751666-79752049
RPL26P16,4:164920577-164921105
RPL23P6,6:39958351-39958844
RPS10P14,7:37375487-37376073
RPL7P52,22:40106253-40107086
RPL17P33,8:29632070-29632683
RPL12P40,18:37672695-37673173
RPL29P28,13:36926319-36926830
RPL19P19,19:57953087-57953795
RPS15AP19,6:35555846-35556304
RPL5P6,1:91023875-91024867
RPL35P2,6:34263270-34263723
RPS26P2,9:30831609-30832249
RPS14P6,4:152613824-152614370
RPL19P4,2:130293789-130294479
RPL4P2,1:166747323-166748749
RPL23AP41,3:140902179-140902698
RPL15P20,16:15931646-15932342
RPS20P26,11:47191146-47191659
RPL27P4,1:28982244-28982644
RPS4XP18,18:22586409-22587278
RPLP1P12,19:53775469-53775926
RPL7P10,1:81098195-81099026
RPL19P5,2:218354042-218354573
RPS3AP44,13:26576861-26577721
RPL21P70,2:31291182-31291634
RPL6P19,7:137721968-137722886
RPL7AP39,7:102755130-102755989
RPL27P2,1:159759144-159759620
RPL29P5,1:75582051-75582672
RPS2P29,6:43538785-43539726
RPS4XP8,6:154576256-154577141
RPL19P16,10:121133016-121133754
RPS27P10,2:211298878-211299222
RPS28P7,11:82689530-82689904
RPL18AP13,19:11521931-11522550
RPL36AP48,17:67224700-67225086
RPL26P21,7:13871823-13872556
RPS8P4,10:119638433-119639134
RPS7P14,X:74409483-74410136
RPL32P16,6:151099468-151099995
RPS8P7,5:180226333-180227022
RPL29P23,11:33189922-33190550
RPL10AP5,1:242365160-242365848
RPS26P31,7:122681293-122681726
RPL23AP20,1:241916064-241916587
RPS13P7,15:57555905-57556408
RPS11P2,1:240636534-240637073
RPS7P5,1:240007524-240013260
RPS10P17,9:125263536-125264101
RPL7AP58,11:29725738-29726622
RPL23AP56,8:134978827-134979282
RPL5P10,3:40586472-40587484
RPL3P3,14:56978383-56979676
RPS10P23,16:74552214-74552792
RPL12P38,17:60433678-60434300
RPSAP56,16:73940567-73941602
RPS13P8,15:52095272-52095794
SEPTIN7P14,4:119454783-119499592
RPL21P68,6:25261199-25261758
RPS16P9,19:45332636-45333176
RPS10P24,16:70079083-70079661
RPL7AP37,6:136900320-136901180
RPL29P17,6:20042336-20042985
RPS2P48,17:53756952-53757901
RPL12P8,10:67874332-67874891
RPL5P30,11:118560617-118561638
RPL21P61,6:19143653-19144195
RPL6P4,2:11102123-11103032
RPS2P20,4:143349238-143350140
RPL32P22,9:112362710-112363162
RPL10P5,2:108712174-108712941
RPL7P7,1:8786129-8786951
RPS28P3,1:228134782-228136793
RPL36AP36,10:13159421-13159817
RPS15AP11,1:44780285-44780745
RPL21P107,13:110762644-110763176
RPL31P44,10:52389065-52389525
RPL39P21,5:74931608-74932010
RPS2P47,17:47159154-47159998
RPL23AP71,14:34485966-34486492
RPS7P11,17:46721548-46722240
RPS20P19,7:152590551-152591064
RPL7AP43,7:77115349-77116208
RPL9P4,14:31462379-31463404
RPL12P27,10:97309530-97310046
RPLP2P2,5:157931179-157931620
RPS26P8,17:45608540-45608987
RPS26P20,2:171374862-171375299
RPL10AP8,5:72373219-72382393
RPS14P8,5:116562525-116563064
RPS14P9,6:88265170-88265585
RPSAP50,11:109982398-109983011
RPL29P18,8:105011067-105011682
RPL7AP62,15:47730082-47730960
RPL22P19,12:124935468-124935886
RPL32P23,10:6071511-6071921
RPS6P3,2:101509521-101510343
RPS2P26,5:115264614-115265231
RPS3AP36,10:95594568-95595425
RPL6P13,4:86870165-86871433
RPL7P29,6:86970434-86971258
RPS2P18,2:173297610-173298551
RPSAP43,6:114084098-114084793
RPS3AP20,5:79284088-79284942
RPL7P27,6:86086349-86087175
RPL17P34,10:93283966-93284579
RPL31P32,6:85257288-85257685
USP46-DT,4:52659406-52661498
RPLP0P5,1:220316595-220317679
RPL35P8,22:49213822-49214275
RPS18P8,6:4979029-4979535
RPL12P33,12:120916655-120917285
RPL29P26,12:95467273-95467876
RPL7P57,X:47840963-47841710
RPL11P5,12:120593964-120594566
RPS27AP16,16:61055415-61055931
RPL5P4,1:35350652-35351666
RPS29P18,9:87525268-87525564
RPL21P106,12:92168366-92168917
RPL3P6,5:61390616-61391897
RPL36P8,4:76036750-76037064
RPL26P22,7:143532694-143533210
RPS29P3,3:196536501-196536789
RPL6P10,4:65573440-65574362
RPL3P7,6:108004302-108005594
RPL9P11,1:9576405-9577081
RPL21P69,6:159526014-159526567
RPS11P7,X:39865430-39865941
RPSAP54,13:20961234-20962268
RPL29P25,12:110841752-110842007
RPL7P46,16:11026961-11028561
RPL36AP31,8:86016786-86017178
RPL19P15,9:130651771-130652464
RPL31P39,7:125300463-125300904
RPL9P3,14:35262433-35263132
RPL23AP8,14:34694155-34694693
RPL36AP6,9:107834452-107834856
RPS29P2,8:41271404-41271659
RPS12P2,10:80215829-80216122
RPS26P7,8:58588346-58588788
RPS26P9,14:20616644-20616991
RPL27P11,7:131242555-131243041
RPL7AP40,7:97200647-97201470
RPL23P7,7:26276185-26276666
RPS2P34,9:82130734-82131672
RPL31P38,7:66914570-66914921
RPS12P11,6:151225528-151226029
RPL23AP46,6:132997374-132998045
RPS4XP9,6:126683013-126683909
RPL7P28,6:109327175-109327893
RPS7P8,6:96648456-96649107
RPL17P25,6:80373980-80374590
RPL31P33,6:53368670-53369026
RPL31P28,6:53354661-53355039
RPS17P1,6:29489203-29489693
RPSAP2,6:28731939-28732974
RPLP2P1,6:27965128-27965532
RPL10P2,6:27211203-27211941
RPS4XP7,6:13521213-13522116
RPL21P62,6:10213850-10214402
RPS26P29,6:7506176-7506618
RPL10P7,3:119635466-119636191
RPL7P8,1:109651356-109651958
RPS4XP4,1:20525952-20526814
RPS16P1,1:15828212-15828733
RPL18P13,16:76235017-76235658
RPS16P7,16:2332247-2332733
RPL28P4,15:58200568-58200934
RPL13AP23,12:57674643-57675448
RPL13AP22,12:31251963-31252621
RPS4XP11,10:32102453-32103341
RPL7AP46,9:63581254-63581855
RPS26P35,8:118761783-118762232
RPL7AP34,6:63548650-63549507
RPL26P19,5:56504592-56505114
RPL7AP30,4:112788023-112788900
RPS2P21,4:43410003-43410960
RPS3P3,3:184149674-184150443
RPL35P1,1:236981309-236981743
RPS7P3,1:233288826-233289491
RPS2P8,1:51250562-51251494
RPL21P29,1:21908058-21908614
RPL21P128,18:21119150-21119703
RPS2P27,4:134952152-134953068
NPIPB12,16:29483534-29505874
RPS12P22,11:74745694-74746194
RPL23AP65,11:9606123-9606662
RPL7P37,10:35697275-35698109
RPSAP6,10:74371465-74372486
RPS15AP5,10:121713577-121714037
RPS27P1,10:91544858-91545088
RPL13AP18,8:80265505-80266177
RPS3AP21,5:111192185-111193067
RPL13AP13,5:53206541-53207204
RPL5P11,4:173419187-173420207
RPS12P8,4:112116490-112116984
RPL8P4,3:174377209-174378040
RPL23P5,2:221592433-221592931
RPL22P11,2:109735509-109737542
RPS3AP10,1:166022190-166023075
RPS2P10,1:165581558-165582516
RPL29P33,19:34296163-34296784
RPL23AP2,19:15611641-15612600
RPS15P9,19:1307405-1307745
RPL7AP63,16:86525435-86526315
RPL10AP12,16:85815846-85816567
RPL7AP53,10:33057555-33058432
RPSAP49,9:88324381-88325410
RPS26P10,8:92144019-92144459
RPS2P17,2:84915763-84916702
LOC400867,21:38877291-38938429
RPS3AP49,18:60149551-60150407
RPL5P3,15:71063038-71064065
RPSAP53,13:67266755-67267780
RPS4XP1,12:100008987-100009891
TRIM51EP,11:89981445-89991670
RPS10P1,6:26202123-26202705
RPL12P10,7:22881821-22882432
RPS27P17,7:93669769-93670112
RPL19P21,X:150993465-150994175
RPL18AP15,X:111624163-111624773
RPS5P7,X:109853248-109853968
RPL6P29,X:98251662-98252578
RPL26P36,X:92676476-92676996
RPS6P26,X:74376090-74376926
RPL19P20,X:44649093-44649800
RPS27AP17,X:6989329-6990021
RPS5P8,X:6422047-6422773
RPL31P43,9:108040185-108040562
RPS6P13,9:86374738-86375747
RPS5P6,9:4781417-4782149
RPL32P20,8:133325950-133326452
RPSAP48,8:110105076-110105964
RPS26P6,8:100895740-100896187
RPL10AP11,8:18383243-18383948
RPL19P13,8:11255990-11256678
RPL7AP33,5:173225776-173226428
RPS15P6,5:164600970-164601470
RPL28P3,5:124808908-124809255
RPL23AP44,5:121575803-121576256
RPS4XP6,5:37085005-37085918
RPL29P13,5:13637801-13638387
RPS3AP18,4:152551234-152552383
RPL6P14,4:104886110-104886955
RPS15AP17,4:62105620-62106079
RPL17P20,4:56710040-56710646
RPSAP31,3:183887522-183888537
RPL32P10,3:180887623-180888121
RPL31P23,3:136205489-136205943
RPL32P7,3:101599193-101599694
RPS25P4,3:53474658-53475148
RPL23AP38,3:1595537-1596257
RPL23AP26,2:231585850-231586983
RPSAP24,2:174042933-174043954
RPSAP28,2:73369951-73370963
RPL23AP12,21:39127555-39128089
RPL6P3,1:241831909-241832821
RPL23AP15,1:228449113-228449635
RPS3AP7,1:226438538-226439394
RPS26P17,1:218338546-218338831
RPL13P7,1:176231184-176231830
RPS15P3,1:171801973-171813970
RPL4P3,1:171683064-171684492
RPS17P6,1:167162380-167162862
RPL26P12,1:165819342-165819831
RPL29P6,1:23244729-23245346
RPL7AP18,1:8057181-8058487
RPL23AP80,19:47794466-47794902
RPSAP57,18:54744673-54745656
RPL29P32,18:53605274-53605633
RPS15AP35,18:32075846-32076302
RPL18P12,16:3496167-3496803
RPLP0P10,15:40312277-40313362
RPS15P8,15:37490678-37491139
RPL7P44,13:76981112-76981936
RPL31P10,12:6409596-6410040
RPL7AP54,11:82957392-82958274
RPS2P37,11:62011721-62012648
RPL5P29,11:56357273-56358282
RPS24P15,11:33236970-33237478
RPL7P34,10:88618382-88618951
RPL29P19,8:48384545-48385183
RPL5P22,8:28299610-28300627
RPL5P18,6:127362486-127363457
RPL9P18,6:63615736-63616393
RPL10P9,5:168616311-168617055
RPL21P39,3:145824243-145824778
RPS10P10,3:62926343-62926937
RPS27P4,3:40761512-40761856
RPL23AP43,3:32785634-32786171
RPL5P34,22:42776345-42777370
RPL21P20,1:40333042-40333598
RPL21P131,19:33589167-33589728
RPL6P22,8:33859348-33860248
RPL7P48,17:51502422-51503253
RPL17P5,1:86784892-86785505
RPS8P10,15:22152218-22152918
RPS26P5,21:16121243-16121665
RPL29P4,6:117998928-117999569
RPL36AP5,6:42499678-42500079
RPL35AP3,6:136973930-136974259
RPL13P,6:28861387-28862069
RPL13AP,6:29582508-29583055
RPL24P4,6:42956334-42956766
NDUFA4P1,1:107505128-107505628
RPL37P6,8:56588381-56588747
RPL12P17,2:208057202-208057833
RPS12P3,2:60938177-60938685
RPL5P7,2:173871572-173872567
RPS10P30,22:23322485-23322928
RPL6P2,1:119219293-119220117
RPL10AP4,1:81208535-81209249
RPS2P11,1:50326112-50327049
RPL34P34,19:22368530-22368985
RPS2P6,18:70430210-70431162
RPL35P7,13:106433339-106441916
RPL7AP8,10:86630765-86631628
RPS5P5,8:80300797-80301536
RPS12P23,13:21094295-21094795
RPS26P40,10:70794116-70794549
RPS2P3,14:99974290-99975033
RPS27AP4,14:27258686-27259192
RPS24P3,14:81332844-81333393
RPS24P2,14:75595736-75596243
RPS18P2,14:90766495-90767028
RPS15AP3,14:47444071-47444524
RPS15AP2,14:50053236-50053597
RPS12P1,14:72963747-72964053
RPL9P6,14:81776920-81777633
RPL7AP6,14:69885282-69886162
RPL7AP5,14:68338668-68339549
RPL39P2,14:23229768-23230132
RPL36AP4,14:93243960-93244423
RPL36AP2,14:65268813-65269579
RPL27P1,14:30821391-30821882
RPL26P3,14:28489905-28490392
RPL26P2,14:22694052-22694577
RPL23AP11,14:102662193-102662728
RPL23AP10,14:96456529-96457053
RPL22P2,14:76886320-76886772
RPL18AP1,14:93223549-93224175
RPL17P4,14:103282914-103283498
RPL12P7,14:68693071-68693626
RPL21P8,14:65467774-65468384
RPL21P13,14:103241452-103242005
RPL21P10,14:77683190-77684027
RPL12P5,14:30791098-30791489
RPL10AP1,14:103412087-103412792
RPSAP5,14:103373963-103374992
RPS2P55,X:40934945-40935887
RPL7P33,9:15361375-15362271
RPS2P33,8:97624164-97625102
RPL6P20,7:64141504-64142420
RPL31P18,3:32507931-32508362
RPL18AP6,2:47690667-47691283
RPL13AP7,21:25361800-25362920
RPL36AP49,18:13919573-13919956
RPL29P31,17:43476154-43476765
RPL26P4,14:101677937-101678423
RPL29P12,5:43666644-43667272
RPS25P1,11:27581621-27582100
RPS9P2,22:41063996-41064708
RPL10AP2,8:47157087-47157802
RPL31P8,5:60429932-60430302
RPL27P10,5:32221897-32222386
RPL32P31,17:80542150-80542655
RPS2P38,11:23520295-23521242
RPSAP3,14:76634705-76635737
RPS10P3,9:88016262-88016848
RPL21P11,14:90366635-90367222
RPL7P47,16:17932717-17933395
RPS3AP47,15:43115655-43116517
RPS3AP6,15:59768330-59769188
RPLP1P1,14:76968555-76969183
RPL24P3,14:69561000-69561510
RPL14P1,12:62965303-62966024
RPS3P2,20:38537750-38538459
RPL24P2,20:21114681-21115230
RPL19P1,20:2780615-2781042
RPS10P2,20:14757533-14758108
RPS2P1,20:34122346-34123327
RPL31P2,20:33752128-33752567
RPL36P2,20:50620726-50621124
RPL36P4,20:35544383-35544782
RPL5P2,20:45490818-45491671
RPL17P1,20:20253303-20253838
RPL39P,20:56459235-56459632
RPL31P3,20:31311265-31311565
RPL37AP1,20:44466503-44466873
RPL35AP,20:47478214-47479010
RPL21P2,20:4059601-4060152
RPS27AP3,20:37049238-37049745
RPL36P1,20:52890157-52890384
RPL37P1,20:35588298-35588623
RPL6P30,X:16198402-16199310
RPL29P1,6:7620423-7620885
RPS18P7,5:91354440-91354973
RPL7AP32,5:79529281-79530151
RPS10P12,5:51275217-51275780
RPL26P13,2:60711451-60711934
RPL7P13,2:49878612-49879434
RPLP1P5,2:15869810-15870280
RPSAP27,2:208208059-208209066
RPSAP25,2:176242035-176243070
RPL12P3,20:33272262-33272657
RPL15P1,20:18090059-18090751
RPS11P1,20:11345383-11345855
RPL23AP6,20:10349112-10349639
RPL7AP12,20:4590935-4591307
RPL12P11,20:41547335-41547966
RPSAP20,1:56207472-56208529
RPL36P5,1:24007834-24008554
RPLP1P3,1:171824600-171825010
UBA52P3,14:58141240-58141760
RPS29P1,14:69023061-69023345
RPL7P38,12:80028877-80029760
RPS6P17,11:102295019-102295839
RPL29P2,17:7754320-7754976
RPL37P2,11:67682717-67683085
RPL12P4,20:55074556-55075178
RPS23P1,8:97865024-97865533
RPS15AP1,20:21166165-21166614
RPS4XP2,20:4629423-4630222
RPS2P4,14:104835957-104836907
RPL7P6,12:19089131-19089951
ARPC3P1,20:49134451-49135297
RPS2P7,20:45640452-45641393
RPL12P12,20:19823407-19824031
RPS3AP2,16:1477983-1478590
RPS5P1,6:116258445-116259187
RPL34P1,1:168210566-168210983
RPL34P2,11:32758227-32758660
CRTC3-AS1,15:90620009-90717140
RALY-AS1,20:33992488-33994367
KRT8P48,5:146705946-146707674
HM13-AS1,20:31567587-31573263
RNU1-19P,10:86889569-86889733
RNU5E-6P,1:44819883-44819997
RNU1-18P,6:122211648-122211811
RNA5SP352,11:124636459-124636592
