Gene,Coordinates
HMGN2P11,7:84505870-84507050
HNRNPA1P8,7:84612811-84614155
SEMA3D,7:84624869-84879559
HSPA8P16,7:84657067-84659256
DYNLL1P7,7:85010421-85010787
LINC00972,7:85050438-85118654
SOCS5P1,7:85845901-85847049
GRM3,7:86273225-86494195
ELAPOR2,7:86506222-86688970
LOC101927420,7:86780739-86781809
DMTF1,7:86781769-86825641
TMEM243,7:86825476-86849903
TP53TG1,7:86954663-86974808
CROT,7:86974980-87029110
ABCB4,7:87031012-87104996
ABCB1,7:87132333-87342611
HNRNPA1P9,7:87150709-87151928
RUNDC3B,7:87257714-87461611
SLC25A40,7:87462883-87505675
DBF4,7:87505808-87538868
ADAM22,7:87563566-87832204
SRI,7:87834430-87856291
SRI-AS1,7:87845975-87859083
STEAP4,7:87900207-87936209
EIF4A1P13,7:88077903-88078333
LOC100419447,7:88141344-88142702
LOC100128464,7:88142822-88143064
KPNA2P2,7:88193789-88195721
PQLC1P1,7:88239555-88239983
EEF1A1P28,7:88268266-88269936
ZNF804B,7:88389014-88967842
TEX47,7:88423420-88425051
RNU6-274P,7:89383934-89384040
STEAP2-AS1,7:89511667-89840949
DPY19L2P4,7:89748714-89754914
STEAP1,7:89783783-89794141
STEAP2,7:89841054-89866997
CFAP69,7:89874488-89940377
FAM237B,7:89946121-89950297
LOC101927446,7:89964537-89973408
GTPBP10,7:89976030-90020767
LOC101409256,7:90025606-90027550
CLDN12,7:90032775-90045268
PTTG1IP2,7:90098953-90142711
CDK14,7:90225635-90839905
TVP23CP1,7:90261220-90261882
PTP4A1P3,7:90736706-90737103
FZD1,7:90893748-90900641
NIPA2P1,7:90949314-90950509
MTERF1,7:91500243-91510016
AKAP9,7:91570176-91739987
CYP51A1,7:91741467-91764117
CYP51A1-AS1,7:91763877-91810039
LRRD1,7:91770957-91808456
KRIT1,7:91828283-91875414
MIR1285-1,7:91833329-91833412
ANKIB1,7:91875288-92030697
TMBIM7P,7:92041864-92066628
CHCHD4P1,7:92071391-92071808
GATAD1,7:92076796-92089389
ERVW-1,7:92097694-92107260
PEX1,7:92116339-92157834
RBM48,7:92158109-92169795
FAM133B,7:92190072-92219704
CDK6,7:92234235-92465887
RNU6-10P,7:92331023-92331128
CDK6-AS1,7:92465797-92546501
RN7SL7P,7:92600256-92600640
SAMD9,7:92728831-92747292
SAMD9L,7:92759369-92777698
HEPACAM2,7:92817847-92861511
VPS50,7:92861679-92990435
CALCR,7:93053798-93204042
MIR653,7:93112072-93112167
MIR489,7:93113248-93113331
RPS27P17,7:93299081-93299424
MIR4652,7:93346240-93346317
NDUFAF4P2,7:93474037-93474824
TFPI2,7:93514708-93520065
TFPI2-DT,7:93520206-93522900
GNGT1,7:93535879-93540577
GNG11,7:93551047-93557922
BET1,7:93592074-93633667
COL1A2-AS1,7:93996524-94021504
COL1A2,7:94024207-94060539
RNU6-1328P,7:94124611-94124716
CASD1,7:94139121-94186331
SGCE,7:94214292-94285445
PEG10,7:94285637-94299007
RPS3AP25,7:94324293-94325151
RNU6-956P,7:94341721-94341823
ATP5PBP2,7:94367966-94368773
GRPEL2P3,7:94412158-94413038
RN7SKP129,7:94430826-94431124
ARF1P1,7:94463139-94465616
PPP1R9A,7:94536906-94925727
HINT1P2,7:94647312-94647750
RNU4-16P,7:94727539-94727679
PON1,7:94926988-94953844
LOC100533722,7:94979276-94981279
PON3,7:94989184-95025687
PON2,7:95034174-95064340
ASB4,7:95115255-95169545
PDK4,7:95212811-95225828
DYNC1I1,7:95401866-95739634
SLC25A13,7:95749532-95951410
CYCSP18,7:95757139-95757374
MIR591,7:95848974-95849068
RPL21P74,7:95912625-95913165
RNU6-532P,7:95959950-95960056
RNU6-364P,7:95970452-95970558
RNU7-188P,7:96007169-96007232
SEM1,7:96110938-96339158
MARK2P10,7:96487476-96488983
RN7SL252P,7:96569380-96569676
DLX6-AS1,7:96597827-96643377
DLX6,7:96634865-96640352
DLX5,7:96649708-96654143
SDHAF3,7:96747010-96811075
HMGB3P21,7:96764327-96764873
RPL7AP40,7:96829959-96830782
AP1S2P1,7:97066932-97067502
RN7SKP104,7:97228245-97228572
TAC1,7:97361398-97369784
ASNS,7:97480989-97557753
CZ1P-ASNS,7:97481429-97601670
SNRPCP9,7:97515180-97515963
RPS3AP29,7:97527608-97528456
OR7E7P,7:97576295-97577301
MIR5692A1,7:97592970-97593038
MIR5692C2,7:97593717-97593793
OR7E38P,7:97595404-97596389
CCZ1P-OR7E38P,7:97595720-97601670
CCZ1P,7:97598317-97601633
OCM2,7:97614012-97619416
RN7SL478P,7:97627637-97627934
LMTK2,7:97736174-97838950
BHLHA15,7:97840751-97844769
TECPR1,7:97843936-97881544
BRI3,7:97910998-97922275
BAIAP2L1,7:97920962-98030402
RPS3AP26,7:98015062-98015919
PPIAP82,7:98083217-98083960
RPS26P33,7:98107796-98108102
NPTX2,7:98246597-98259181
RNU6-393P,7:98392342-98392447
TMEM130,7:98444113-98467637
TRRAP,7:98476155-98610864
MIR3609,7:98479273-98479352
SCARNA28,7:98479320-98479513
RNF14P3,7:98595964-98597551
LOC101927550,7:98610788-98634115
SMURF1,7:98625063-98741731
KPNA7,7:98771195-98805738
MYH16,7:98870924-98895595
ARPC1A,7:98923521-98963885
ARPC1B,7:98972353-98992439
PDAP1,7:98992296-99006220
BUD31,7:99006592-99017239
MIR12119,7:99006795-99006887
ATP5MF-PTCD1,7:99014362-99063790
PTCD1,7:99014362-99036421
CPSF4,7:99036566-99054996
LOC100131859,7:99039958-99041132
ATP5MF,7:99055818-99063790
TRW-CCA5-1,7:99067307-99067378
ZNF789,7:99070513-99085228
ZNF394,7:99084142-99097904
ZKSCAN5,7:99102285-99132323
LOC100419451,7:99138150-99138664
FAM200A,7:99143923-99149737
ZNF655,7:99156265-99174076
TMEM225B,7:99195890-99208668
ZSCAN25,7:99214569-99270165
LOC442603,7:99232790-99236646
CYP3A5,7:99245817-99277619
CYP3A7-CYP3A51P,7:99282300-99332819
CYP3A51P,7:99282647-99297743
CYP3A7,7:99302659-99332819
CYP3AP2,7:99345872-99350114
CYP3A4,7:99354590-99381807
CYP3A137P,7:99417641-99417709
CYP3A43,7:99425636-99463716
CYP3A52P,7:99469791-99469881
OR2AE1,7:99473685-99474656
TRIM4,7:99488026-99517153
GJC3,7:99520889-99527243
AZGP1,7:99564353-99573654
AZGP1P1,7:99578385-99581860
LOC100128334,7:99590020-99590696
LOC105375423,7:99594698-99609257
ZKSCAN1,7:99613219-99642997
ZSCAN21,7:99647397-99662663
ZNF3,7:99661460-99680200
COPS6,7:99686592-99689810
MCM7,7:99690351-99699020
MIR25,7:99691183-99691266
MIR93,7:99691391-99691470
MIR106B,7:99691616-99691697
AP4M1,7:99699266-99706662
TAF6,7:99704693-99717481
CNPY4,7:99717257-99723131
MBLAC1,7:99724590-99726118
RPL7P60,7:99737188-99738321
LAMTOR4,7:99746541-99751826
TRAPPC14,7:99752046-99756346
MIR4658,7:99754228-99754292
GAL3ST4,7:99756867-99766240
GPC2,7:99767229-99775004
STAG3,7:99775347-99812010
LOC102724025,7:99785076-99785878
CASTOR3,7:99798276-99869855
PVRIG,7:99816871-99819113
SPDYE3,7:99905325-99919819
PMS2P1,7:99918263-99933930
STAG3L5P-PVRIG2P-PILRB,7:99933688-99965454
STAG3L5P,7:99933702-99938951
PVRIG2P,7:99949941-99951559
MIR6840,7:99954274-99954344
PILRB,7:99955626-99965454
PILRA,7:99971110-99997719
ZCWPW1,7:99998495-100026326
MEPCE,7:100026413-100031741
PPP1R35,7:100032905-100034120
C7orf61,7:100054243-100061883
TSC22D4,7:100064142-100076837
NYAP1,7:100081550-100092425
RN7SL416P,7:100127985-100128282
AGFG2,7:100136826-100165843
IRS3P,7:100167816-100169024
SAP25,7:100169851-100171523
LRCH4,7:100171634-100183752
ZASP,7:100171634-100172842
FBXO24,7:100183951-100198740
PCOLCE-AS1,7:100187024-100201661
PCOLCE,7:100199986-100205798
MOSPD3,7:100209785-100213000
TFR2,7:100218043-100239175
ACTL6B,7:100240720-100254071
LOC105375429,7:100254184-100264049
GNB2,7:100271363-100276792
GIGYF1,7:100277130-100291873
POP7,7:100303744-100305109
EPO,7:100318091-100321323
ZAN,7:100331218-100395419
EPHB4,7:100400187-100425145
RN7SL750P,7:100418649-100418886
SLC12A9,7:100424491-100464634
SLC12A9-AS1,7:100434936-100450236
TRIP6,7:100465009-100471076
MIR6875,7:100465658-100465729
SRRT,7:100472725-100486285
UFSP1,7:100486342-100487336
ACHE,7:100487615-100494614
RN7SL549P,7:100503911-100504192
RPS29P15,7:100525959-100526215
MUC3A,7:100547166-100611620
MUC12,7:100612904-100662230
MUC12-AS1,7:100657601-100660889
MUC17,7:100663362-100702140
RN7SKP54,7:100701580-100701848
TRIM56,7:100728762-100741248
SERPINE1,7:100770385-100782528
AP1S1,7:100797757-100804557
MIR4653,7:100802754-100802836
VGF,7:100805790-100808850
NAT16,7:100813777-100823574
MOGAT3,7:100838288-100844317
DGAT2L7P,7:100845094-100846556
RPSAP46,7:100846881-100847852
PLOD3,7:100849265-100860862
ZNHIT1,7:100861446-100867471
CLDN15,7:100875375-100882101
FIS1,7:100882753-100888362
RNU6-1104P,7:100913222-100913322
AZGP1P2,7:100930760-100933056
LNCPRESS1,7:100942894-100944627
EMSLR,7:100951588-100954620
IFT22,7:100954195-100965104
COL26A1,7:101006156-101202304
LINC01007,7:101206035-101212286
MYL10,7:101256610-101272576
CUX1,7:101459287-101927250
SH2B2,7:101928432-101962178
PMS2P12,7:101977726-101979583
SPDYE6,7:101986186-101996889
LOC100630923,7:102004308-102067129
LOC100289561,7:102004330-102021196
PRKRIP1,7:102036810-102067113
MIR548O,7:102046189-102046302
ORAI2,7:102074022-102097272
ALKBH4,7:102096685-102105310
LRWD1,7:102105431-102113615
MIR5090,7:102106189-102106273
MIR4467,7:102111916-102111978
POLR2J,7:102113575-102119369
RASA4B,7:102120423-102158224
POLR2J3,7:102178366-102213068
UPK3BL2,7:102178366-102185235
SPDYE2,7:102191679-102202757
RASA4,7:102220093-102257205
POLR2J2,7:102277195-102312182
UPK3BL1,7:102277472-102283238
SPDYE2B,7:102290772-102301847
RASA4DP,7:102319155-102389141
FAM185A,7:102389446-102491170
RPL7AP39,7:102395577-102396436
LOC100422696,7:102439437-102440108
FBXL13,7:102453308-102715243
RNU6-1136P,7:102475052-102475155
RN7SKP198,7:102497899-102498130
LRRC17,7:102553447-102585558
NFE4,7:102613877-102629300
ARMC10,7:102715587-102740206
CRYZP1,7:102728148-102730222
NAPEPLD,7:102740223-102790448
RPL19P12,7:102781717-102782850
RPL23AP95,7:102792265-102792790
DPY19L2P2,7:102815460-102920913
S100A11P1,7:102902398-102902927
PMPCB,7:102937882-102955133
DNAJC2,7:102952736-102985214
PSMC2,7:102987971-103009842
RPS29P16,7:102989018-102989299
SLC26A5,7:102993177-103086654
LOC101927870,7:103085654-103154454
RELN,7:103112236-103630105
RN7SKP86,7:103124749-103124985
ORC5,7:103766788-103848461
LHFPL3,7:103969051-104549008
EIF4BP6,7:104308180-104312019
LHFPL3-AS1,7:104436953-104444539
LHFPL3-AS2,7:104535075-104567092
RN7SL8P,7:104552320-104552592
LINC01004,7:104622194-104631612
KMT2E-AS1,7:104650989-104654588
KMT2E,7:104654652-104755466
SRPK2,7:104756821-105029838
RPL36P12,7:104885069-104885462
RWDD4P1,7:104941769-104942730
RNU6-1322P,7:104973237-104973343
PUS7,7:105096948-105162718
LOC100131785,7:105170637-105171192
RINT1,7:105172648-105208124
EFCAB10,7:105205571-105221940
YBX1P2,7:105222304-105223854
ATXN7L1,7:105245219-105517045
RPL13AP16,7:105459916-105460573
CDHR3,7:105603710-105676878
SYPL1,7:105730951-105753022
DCAF13P1,7:105765765-105768335
RNU6-392P,7:105848613-105848713
NAMPT,7:105888744-105925429
LARP1BP2,7:105955671-105956189
CCDC71L,7:106294806-106301604
LINC02577,7:106415464-106478927
RNA5SP236,7:106422046-106422161
PIK3CG,7:106505727-106549425
PRKAR2B,7:106685150-106802256
HBP1,7:106809448-106842967
COG5,7:106841817-107204365
RPL37AP6,7:107090535-107090807
GPR22,7:107110502-107116129
DUS4L-BCAP29,7:107204416-107263762
DUS4L,7:107204416-107218968
BCAP29,7:107220452-107263762
WBP1LP2,7:107268817-107270276
BANF1P5,7:107282833-107283524
SLC26A4-AS1,7:107296961-107302243
SLC26A4,7:107301273-107358254
LOC101927974,7:107383198-107385026
CBLL1,7:107384587-107402112
SLC26A3,7:107405914-107443668
PIGCP2,7:107449178-107450236
DLD,7:107531552-107561643
LAMB1,7:107564244-107643606
LAMB4,7:107663998-107770806
NRCAM,7:107788094-108097164
RNU7-83P,7:107911445-107911504
PNPLA8,7:108110861-108168622
RPL7P32,7:108150657-108151486
THAP5,7:108202576-108210212
DNAJB9,7:108210318-108215294
LOC100419644,7:108361052-108362047
C7orf66,7:108524032-108524644
BUB3P1,7:108633775-108635117
LOC100421901,7:109403738-109404434
LOC100128056,7:109478900-109480671
EIF3IP1,7:109599284-109600270
RPL3P8,7:109638436-109639703
LOC100419782,7:109855956-109856607
IMMP2L,7:110302700-111202548
LRRN3,7:110731183-110765510
LOC100420226,7:111051375-111051936
DOCK4,7:111366166-111846454
DOCK4-AS1,7:111448561-111461835
RNA5SP237,7:111593708-111593820
RPL7AP42,7:111611219-111612080
ZNF277,7:111846750-111983989
RN7SKP187,7:111928680-111929006
MTND5P8,7:112012702-112013778
MTND6P24,7:112013788-112014305
MTCYBP24,7:112014379-112015484
IFRD1,7:112063229-112117258
LSMEM1,7:112120908-112131117
NPM1P14,7:112160527-112162038
LOC100996249,7:112258120-112260704
LOC101928012,7:112262436-112348127
MIPEPP1,7:112375055-112378493
TMEM168,7:112402432-112430448
BMT2,7:112459202-112579930
HRAT17,7:112594690-112635698
GPR85,7:112722340-112727779
SMIM30,7:112756773-112758609
PPP1R3A,7:113516832-113559064
FOXP2,7:113726382-114333820
RPL36P13,7:113937122-113937517
RNA5SP238,7:114253842-114253961
MIR3666,7:114293400-114293510
MDFIC,7:114562209-114659970
LINC01393,7:114719012-114766368
LINC01392,7:114763653-114871409
RAC1P6,7:114776630-114777216
POLR2DP2,7:115143421-115144135
SNORA25B,7:115221369-115221495
TFEC,7:115575206-115670817
TES,7:115850593-115898837
LOC102724434,7:115915660-115926781
CAV2,7:116139792-116148595
CAV1,7:116165063-116201239
COMETT,7:116203648-116328081
MET,7:116312250-116438431
CAPZA2,7:116502641-116562103
LOC100418716,7:116513515-116514861
RNA5SP239,7:116584340-116584468
ST7-AS1,7:116592500-116594388
ST7,7:116593555-116870230
ST7-OT4,7:116593902-116599871
TPM3P1,7:116610951-116613039
MIR6132,7:116660265-116660373
ST7-AS2,7:116712126-116785646
ST7-OT3,7:116822735-116849991
LOC100421782,7:116902872-116904946
MTND2P37,7:116903580-116903887
MTND4P6,7:116903949-116904448
WNT2,7:116915505-116963112
ASZ1,7:117003276-117067547
ANKRD49P4,7:117079956-117080944
CFTR,7:117120079-117308719
CFTR-AS1,7:117182575-117204730
CTTNBP2,7:117350705-117513495
LSM8,7:117824218-117844089
ANKRD7,7:117864758-117882786
GTF3AP6,7:118520475-118521316
LOC648442,7:118590403-118591312
LINC02476,7:119259484-119547429
RNU1-29P,7:119646030-119646155
KCND2,7:119913229-120390391
RNU6-581P,7:120312925-120313029
TSPAN12,7:120427374-120498198
ING3,7:120590831-120617270
RNA5SP240,7:120621480-120621607
CPED1,7:120628765-120937496
HMGN1P18,7:120690843-120691457
RNA5SP241,7:120723754-120723867
RNU6-517P,7:120835002-120835111
WNT16,7:120965421-120981158
FAM3C,7:120988932-121036362
CYCSP19,7:121038440-121039024
RPL18P4,7:121080866-121081315
RN7SKP277,7:121376497-121376779
PNPT1P2,7:121483502-121485266
PTPRZ1,7:121513215-121702090
AASS,7:121713603-121784303
RNU7-154P,7:121721774-121721835
LOC100130618,7:121799333-121802835
RPL31P37,7:121874562-121875002
FEZF1,7:121941357-121944804
FEZF1-AS1,7:121943712-121950131
CADPS2,7:121958465-122526514
RPS26P31,7:122321347-122321780
RNF133,7:122337789-122339171
RNF148,7:122341722-122342976
LOC100422456,7:122489820-122490613
TAS2R16,7:122634758-122635754
SLC13A1,7:122753585-122840025
LYPLA1P1,7:122869925-122870906
IQUB,7:123092247-123174649
RNU6-296P,7:123098042-123098148
NDUFA5,7:123177051-123241705
ASB15,7:123241875-123279535
ASB15-AS1,7:123254215-123265011
LMOD2,7:123295920-123304344
WASL,7:123321997-123389057
WASL-DT,7:123389249-123391035
RNU6-11P,7:123430661-123430765
HYAL6P,7:123454193-123459484
HYAL4,7:123485223-123517535
SPAM1,7:123565295-123611468
LOC105375483,7:123634676-123667700
TMEM229A,7:123670975-123673121
LOC101928211,7:123977434-123992150
SSU72P8,7:124116425-124117009
RPS2P31,7:124120556-124121486
RNU6-102P,7:124287773-124287876
GPR37,7:124383939-124405846
C7orf77,7:124417346-124430864
POT1,7:124462440-124569879
POT1-AS1,7:124569927-124785288
EEF1GP1,7:124673487-124675437
LOC100420864,7:124800027-124800599
LOC101928283,7:124824623-125019375
LOC101928254,7:124869633-124904345
RPL31P39,7:124940517-124940958
LOC100134507,7:124985000-124985811
PPIAP93,7:124985879-124986251
GRM8,7:126078652-126892995
LOC100422325,7:126151192-126152850
MIR592,7:126698142-126698238
GRM8-AS1,7:126855181-126869975
PRELID3BP10,7:126935619-126936554
ZNF800,7:127010097-127032762
LOC100506682,7:127116937-127125858
GCC1,7:127220682-127225650
ARF5,7:127228465-127231754
FSCN3,7:127233790-127242198
PAX4,7:127250346-127258196
SND1,7:127292248-127732645
LOC100196944,7:127497590-127498524
SND1-IT1,7:127637562-127640130
LRRC4,7:127667124-127671490
MIR593,7:127721913-127722012
MIR129-1,7:127847925-127847996
LEP,7:127881331-127897682
RBM28,7:127937738-127983962
LOC100418961,7:127946761-127947638
RNU7-27P,7:127984136-127984193
PRRT4,7:127990379-128001744
LOC107986845,7:128026736-128032401
IMPDH1,7:128032331-128050036
RPL37P16,7:128073424-128073803
RNU7-54P,7:128083504-128083564
HILPDA,7:128095932-128098472
METTL2B,7:128116802-128146656
RPS10P15,7:128210249-128210779
RNU6-177P,7:128267226-128267329
LINC01000,7:128281295-128301052
CICP14,7:128295105-128298884
FAM71F2,7:128312346-128327931
IMP3P2,7:128333504-128333978
RNA5SP242,7:128337493-128337610
RNA5SP243,7:128337764-128337798
FAM71F1,7:128349115-128371795
CALU,7:128379413-128413454
RN7SL81P,7:128401392-128401652
OPN1SW,7:128412539-128415848
TRP-AGG2-3,7:128423504-128423575
CCDC136,7:128431492-128462184
FLNC,7:128470460-128499326
FLNC-AS1,7:128490216-128502680
ATP6V1F,7:128502910-128505901
ATP6V1FNB,7:128506384-128512101
KCP,7:128516919-128550763
LOC392787,7:128552514-128554118
IRF5,7:128577086-128590092
TNPO3,7:128594239-128695165
RN7SL306P,7:128610788-128611083
ODCP,7:128668636-128670999
TPI1P2,7:128695277-128697293
CYCSP20,7:128757473-128757949
LOC407835,7:128766325-128768061
TSPAN33,7:128784712-128809540
RNY1P11,7:128804690-128804799
SMO,7:128828474-128853386
AHCYL2,7:128864871-129070052
RNU7-16P,7:129045476-129045537
CDC26P1,7:129049699-129050397
STRIP2,7:129074273-129128240
SNRPGP3,7:129117596-129118063
RNU1-72P,7:129124345-129124497
SMKR1,7:129142372-129152759
NRF1,7:129251561-129396916
RNA5SP244,7:129396106-129396217
MIR182,7:129410223-129410332
MIR96,7:129414532-129414609
MIR183,7:129414745-129414854
UBE2H,7:129470572-129592800
ZC3HC1,7:129658126-129691291
RNA5SP245,7:129667117-129667237
KLHDC10,7:129710374-129775545
LOC100128325,7:129781571-129782458
TMEM209,7:129804553-129845246
SSMEM1,7:129847700-129856684
CPA2,7:129906703-129929638
CPA4,7:129933001-129964020
CPA5,7:129984656-130008571
LOC105375504,7:130005491-130006968
CPA1,7:130020335-130027949
CEP41,7:130033612-130080857
MEST,7:130126016-130146306
MESTIT1,7:130126898-130131013
MIR335,7:130135952-130136045
COPG2,7:130146079-130353588
RNA5SP246,7:130287672-130287790
TSGA13,7:130353483-130372268
KLF14,7:130415525-130418967
LOC347674,7:130507218-130507956
H4P1,7:130507964-130508270
LOC100133252,7:130524668-130528690
MIR29A,7:130561506-130561569
MIR29B1,7:130562218-130562298
LINC-PINT,7:130562321-130794684
LINC00513,7:130598223-130606705
RNU6-1010P,7:130739645-130739751
MKLN1,7:130794853-131181391
RPL27P11,7:130927314-130927800
MKLN1-AS,7:130994503-131012538
PODXL,7:131185030-131241387
RPL31P36,7:131204873-131205236
EEF1B2P6,7:131346659-131347424
RPS14P10,7:131350272-131350667
RPS15AP22,7:131386983-131387440
NDUFB9P2,7:131438407-131439054
CAPZA1P4,7:131577171-131578269
LOC101928782,7:131594979-131633712
LOC100533635,7:131772683-131774073
PLXNA4,7:131808099-132333447
LOC101928807,7:131945620-131949048
FLJ40288,7:132333553-132413528
LOC100506937,7:132443730-132445392
CHCHD3,7:132469631-132766850
LOC729998,7:132719289-132720700
MIR3654,7:132719620-132719675
RNU6-92P,7:132767589-132767692
LOC105375512,7:132783831-132793271
ST13P7,7:132852760-132855356
EXOC4,7:132937834-133750514
MIR6133,7:132975635-132975742
RPS15AP23,7:132999763-133000165
COX5BP3,7:133411873-133412512
RPS3AP27,7:133417246-133417973
LOC101928861,7:133485246-133509641
LRGUK,7:133812093-133949347
SLC35B4,7:133974084-134001682
AKR1B1,7:134127102-134143991
LOC100887077,7:134153075-134154129
AKR1B10,7:134212319-134226164
AKR1B15,7:134233862-134264621
BPGM,7:134331605-134364568
TUBB3P2,7:134419693-134419831
CALD1,7:134464385-134655480
AGBL3,7:134671259-134820530
CYREN,7:134777061-134855459
RNF14P4,7:134813191-134814641
TMEM140,7:134832824-134850967
WDR91,7:134868591-134896278
MIR6509,7:134891746-134891830
STRA8,7:134916731-134943415
SLC23A4P,7:134961969-134998313
CNOT4,7:135046547-135194850
SDHDP2,7:135129188-135130488
NUP205,7:135242665-135333501
LOC101027084,7:135336582-135338053
RPL15P11,7:135344736-135345416
STMP1,7:135347262-135361164
RNU6-1154P,7:135350347-135350450
SLC13A4,7:135365979-135412934
FAM180A,7:135414340-135433561
LUZP6,7:135611508-135662107
MTPN,7:135611508-135662107
RNU6-223P,7:135645451-135645557
ZP3P2,7:136170787-136171313
PSMC1P3,7:136398620-136400159
CHRM2,7:136553399-136704960
LOC349160,7:136583520-136849088
MIR490,7:136587914-136588041
KRT8P51,7:136623015-136623458
RPL18P5,7:136848778-136849395
PTN,7:136912088-137028479
DGKI,7:137065783-137531720
RPL6P19,7:137406714-137407632
CREB3L2,7:137559725-137686832
CREB3L2-AS1,7:137638094-137642712
